fid,srtm_36_04,X,Y
"4528",594.0000000000,-2.6587500000,42.4270833330
"4529",597.0000000000,-2.6579166667,42.4270833330
"4530",598.0000000000,-2.6570833333,42.4270833330
"4531",599.0000000000,-2.6562500000,42.4270833330
"4532",601.0000000000,-2.6554166667,42.4270833330
"4533",603.0000000000,-2.6545833333,42.4270833330
"4534",604.0000000000,-2.6537500000,42.4270833330
"4535",605.0000000000,-2.6529166667,42.4270833330
"4536",607.0000000000,-2.6520833333,42.4270833330
"4537",608.0000000000,-2.6512500000,42.4270833330
"4538",610.0000000000,-2.6504166667,42.4270833330
"4539",613.0000000000,-2.6495833333,42.4270833330
"4540",613.0000000000,-2.6487500000,42.4270833330
"4541",613.0000000000,-2.6479166667,42.4270833330
"4542",614.0000000000,-2.6470833333,42.4270833330
"4543",615.0000000000,-2.6462500000,42.4270833330
"4544",620.0000000000,-2.6454166667,42.4262500000
"4545",622.0000000000,-2.6445833333,42.4262500000
"4546",623.0000000000,-2.6437500000,42.4262500000
"4547",626.0000000000,-2.6429166667,42.4262500000
"4548",629.0000000000,-2.6420833333,42.4262500000
"4549",633.0000000000,-2.6412500000,42.4262500000
"4550",635.0000000000,-2.6404166667,42.4262500000
"4551",639.0000000000,-2.6395833333,42.4262500000
"4552",641.0000000000,-2.6387500000,42.4262500000
"4553",644.0000000000,-2.6379166667,42.4262500000
"4554",647.0000000000,-2.6370833333,42.4262500000
"4555",647.0000000000,-2.6362500000,42.4262500000
"4556",649.0000000000,-2.6354166667,42.4262500000
"4557",651.0000000000,-2.6345833333,42.4262500000
"4558",656.0000000000,-2.6337500000,42.4262500000
"4559",659.0000000000,-2.6329166667,42.4262500000
"4560",661.0000000000,-2.6320833333,42.4262500000
"4561",663.0000000000,-2.6312500000,42.4262500000
"4562",668.0000000000,-2.6304166667,42.4262500000
"4563",676.0000000000,-2.6295833333,42.4262500000
"4564",676.0000000000,-2.6287500000,42.4262500000
"4565",684.0000000000,-2.6279166667,42.4262500000
"4566",694.0000000000,-2.6270833333,42.4262500000
"4567",702.0000000000,-2.6262500000,42.4262500000
"4568",713.0000000000,-2.6254166667,42.4262500000
"4569",722.0000000000,-2.6245833333,42.4262500000
"4570",730.0000000000,-2.6237500000,42.4262500000
"4571",738.0000000000,-2.6229166667,42.4262500000
"4572",746.0000000000,-2.6220833333,42.4262500000
"4573",757.0000000000,-2.6212500000,42.4262500000
"4574",764.0000000000,-2.6204166667,42.4262500000
"4575",778.0000000000,-2.6195833333,42.4262500000
"4576",795.0000000000,-2.6187500000,42.4262500000
"4577",802.0000000000,-2.6179166667,42.4262500000
"4578",801.0000000000,-2.6170833333,42.4262500000
"4579",800.0000000000,-2.6162500000,42.4262500000
"4580",797.0000000000,-2.6154166667,42.4262500000
"4581",787.0000000000,-2.6145833333,42.4262500000
"4582",766.0000000000,-2.6137500000,42.4262500000
"4583",744.0000000000,-2.6129166667,42.4262500000
"4584",725.0000000000,-2.6120833333,42.4262500000
"4585",710.0000000000,-2.6112500000,42.4262500000
"4586",697.0000000000,-2.6104166667,42.4262500000
"4587",686.0000000000,-2.6095833333,42.4262500000
"4588",672.0000000000,-2.6087500000,42.4262500000
"4589",664.0000000000,-2.6079166667,42.4262500000
"4590",659.0000000000,-2.6070833333,42.4262500000
"4591",650.0000000000,-2.6062500000,42.4262500000
"4592",643.0000000000,-2.6054166667,42.4262500000
"4593",644.0000000000,-2.6045833333,42.4262500000
"4594",649.0000000000,-2.6037500000,42.4262500000
"4595",646.0000000000,-2.6029166667,42.4262500000
"4596",637.0000000000,-2.6020833333,42.4262500000
"4597",627.0000000000,-2.6012500000,42.4262500000
"4598",611.0000000000,-2.6004166667,42.4262500000
"4599",594.0000000000,-2.5995833333,42.4262500000
"4600",581.0000000000,-2.5987500000,42.4262500000
"4601",572.0000000000,-2.5979166667,42.4262500000
"4602",564.0000000000,-2.5970833333,42.4262500000
"4603",560.0000000000,-2.5962500000,42.4262500000
"4604",557.0000000000,-2.5954166667,42.4262500000
"4605",552.0000000000,-2.5945833333,42.4262500000
"4606",547.0000000000,-2.5937500000,42.4262500000
"4607",544.0000000000,-2.5929166667,42.4262500000
"4608",544.0000000000,-2.5920833333,42.4262500000
"4609",544.0000000000,-2.5912500000,42.4262500000
"4610",543.0000000000,-2.5904166667,42.4262500000
"4611",542.0000000000,-2.5895833333,42.4262500000
"4612",537.0000000000,-2.5887500000,42.4262500000
"4613",537.0000000000,-2.5879166667,42.4262500000
"4614",533.0000000000,-2.5870833333,42.4262500000
"4615",533.0000000000,-2.5862500000,42.4262500000
"4616",529.0000000000,-2.5854166667,42.4262500000
"4617",525.0000000000,-2.5845833333,42.4262500000
"4618",524.0000000000,-2.5837500000,42.4262500000
"4619",523.0000000000,-2.5829166667,42.4262500000
"4620",523.0000000000,-2.5820833333,42.4262500000
"4621",523.0000000000,-2.5812500000,42.4262500000
"4622",522.0000000000,-2.5804166667,42.4262500000
"4623",521.0000000000,-2.5795833333,42.4262500000
"4624",521.0000000000,-2.5787500000,42.4262500000
"4625",520.0000000000,-2.5779166667,42.4262500000
"4626",520.0000000000,-2.5770833333,42.4262500000
"4627",517.0000000000,-2.5762500000,42.4262500000
"4628",515.0000000000,-2.5754166667,42.4262500000
"4629",514.0000000000,-2.5745833333,42.4262500000
"4630",515.0000000000,-2.5737500000,42.4262500000
"4631",513.0000000000,-2.5729166667,42.4262500000
"4632",509.0000000000,-2.5720833333,42.4262500000
"4633",515.0000000000,-2.5712500000,42.4262500000
"4634",520.0000000000,-2.5704166667,42.4262500000
"4635",525.0000000000,-2.5695833333,42.4262500000
"4636",534.0000000000,-2.5687500000,42.4262500000
"4637",541.0000000000,-2.5679166667,42.4262500000
"4638",551.0000000000,-2.5670833333,42.4262500000
"4639",558.0000000000,-2.5662500000,42.4262500000
"4640",550.0000000000,-2.5654166667,42.4262500000
"4641",532.0000000000,-2.5645833333,42.4262500000
"4642",520.0000000000,-2.5637500000,42.4262500000
"4643",509.0000000000,-2.5629166667,42.4262500000
"4644",503.0000000000,-2.5620833333,42.4262500000
"4645",499.0000000000,-2.5612500000,42.4262500000
"4646",497.0000000000,-2.5604166667,42.4262500000
"4647",495.0000000000,-2.5595833333,42.4262500000
"4648",490.0000000000,-2.5587500000,42.4262500000
"4649",485.0000000000,-2.5579166667,42.4262500000
"4650",485.0000000000,-2.5570833333,42.4262500000
"4651",483.0000000000,-2.5562500000,42.4262500000
"4652",481.0000000000,-2.5554166667,42.4262500000
"4653",480.0000000000,-2.5545833333,42.4262500000
"4654",478.0000000000,-2.5537500000,42.4262500000
"4655",475.0000000000,-2.5529166667,42.4262500000
"4656",474.0000000000,-2.5520833333,42.4262500000
"4657",477.0000000000,-2.5512500000,42.4262500000
"4658",472.0000000000,-2.5504166667,42.4262500000
"4659",470.0000000000,-2.5495833333,42.4262500000
"4660",473.0000000000,-2.5487500000,42.4262500000
"4661",478.0000000000,-2.5479166667,42.4262500000
"4662",477.0000000000,-2.5470833333,42.4262500000
"4663",477.0000000000,-2.5462500000,42.4262500000
"4664",477.0000000000,-2.5454166667,42.4262500000
"4665",479.0000000000,-2.5445833333,42.4262500000
"4666",478.0000000000,-2.5437500000,42.4262500000
"4667",480.0000000000,-2.5429166667,42.4262500000
"4668",478.0000000000,-2.5420833333,42.4262500000
"4669",478.0000000000,-2.5412500000,42.4262500000
"4670",478.0000000000,-2.5404166667,42.4262500000
"4671",478.0000000000,-2.5395833333,42.4262500000
"4672",479.0000000000,-2.5387500000,42.4262500000
"4673",482.0000000000,-2.5379166667,42.4262500000
"4674",486.0000000000,-2.5370833333,42.4262500000
"4675",487.0000000000,-2.5362500000,42.4262500000
"4676",494.0000000000,-2.5354166667,42.4262500000
"4677",500.0000000000,-2.5345833333,42.4262500000
"4678",514.0000000000,-2.5337500000,42.4262500000
"4679",526.0000000000,-2.5329166667,42.4262500000
"4680",530.0000000000,-2.5320833333,42.4262500000
"4681",536.0000000000,-2.5312500000,42.4262500000
"4682",539.0000000000,-2.5304166667,42.4262500000
"4683",540.0000000000,-2.5295833333,42.4262500000
"4684",543.0000000000,-2.5287500000,42.4262500000
"4685",545.0000000000,-2.5279166667,42.4262500000
"4686",549.0000000000,-2.5270833333,42.4262500000
"4687",563.0000000000,-2.5262500000,42.4262500000
"4688",573.0000000000,-2.5254166667,42.4262500000
"4689",570.0000000000,-2.5245833333,42.4262500000
"4690",566.0000000000,-2.5237500000,42.4262500000
"4691",568.0000000000,-2.5229166667,42.4262500000
"4692",566.0000000000,-2.5220833333,42.4262500000
"4693",559.0000000000,-2.5212500000,42.4262500000
"4694",558.0000000000,-2.5204166667,42.4262500000
"4695",555.0000000000,-2.5195833333,42.4262500000
"4696",548.0000000000,-2.5187500000,42.4262500000
"4697",547.0000000000,-2.5179166667,42.4262500000
"4698",542.0000000000,-2.5170833333,42.4262500000
"4699",538.0000000000,-2.5162500000,42.4262500000
"4700",537.0000000000,-2.5154166667,42.4262500000
"4701",540.0000000000,-2.5145833333,42.4262500000
"4702",542.0000000000,-2.5137500000,42.4262500000
"4703",543.0000000000,-2.5129166667,42.4262500000
"4704",547.0000000000,-2.5120833333,42.4262500000
"4705",548.0000000000,-2.5112500000,42.4262500000
"4706",550.0000000000,-2.5104166667,42.4262500000
"4707",554.0000000000,-2.5095833333,42.4262500000
"4708",554.0000000000,-2.5087500000,42.4262500000
"4709",557.0000000000,-2.5079166667,42.4262500000
"4710",561.0000000000,-2.5070833333,42.4262500000
"4711",565.0000000000,-2.5062500000,42.4262500000
"4712",575.0000000000,-2.5054166667,42.4262500000
"4713",580.0000000000,-2.5045833333,42.4262500000
"4714",571.0000000000,-2.5037500000,42.4262500000
"4715",550.0000000000,-2.5029166667,42.4262500000
"4716",531.0000000000,-2.5020833333,42.4262500000
"4717",515.0000000000,-2.5012500000,42.4262500000
"4718",497.0000000000,-2.5004166667,42.4262500000
"4719",495.0000000000,-2.4995833333,42.4262500000
"4720",510.0000000000,-2.4987500000,42.4262500000
"4721",525.0000000000,-2.4979166667,42.4262500000
"4722",513.0000000000,-2.4970833333,42.4262500000
"4723",500.0000000000,-2.4962500000,42.4262500000
"4724",509.0000000000,-2.4954166667,42.4262500000
"4725",519.0000000000,-2.4945833333,42.4262500000
"4726",533.0000000000,-2.4937500000,42.4262500000
"4727",545.0000000000,-2.4929166667,42.4262500000
"4728",548.0000000000,-2.4920833333,42.4262500000
"4729",553.0000000000,-2.4912500000,42.4262500000
"4730",564.0000000000,-2.4904166667,42.4262500000
"4731",560.0000000000,-2.4895833333,42.4262500000
"4732",546.0000000000,-2.4887500000,42.4262500000
"4733",540.0000000000,-2.4879166667,42.4262500000
"4734",553.0000000000,-2.4870833333,42.4262500000
"4735",581.0000000000,-2.4862500000,42.4262500000
"4736",589.0000000000,-2.4854166667,42.4262500000
"4737",569.0000000000,-2.4845833333,42.4262500000
"4738",550.0000000000,-2.4837500000,42.4262500000
"4739",538.0000000000,-2.4829166667,42.4262500000
"4740",531.0000000000,-2.4820833333,42.4262500000
"4741",520.0000000000,-2.4812500000,42.4262500000
"4742",523.0000000000,-2.4804166667,42.4262500000
"4743",533.0000000000,-2.4795833333,42.4262500000
"4744",543.0000000000,-2.4787500000,42.4262500000
"4745",538.0000000000,-2.4779166667,42.4262500000
"4746",523.0000000000,-2.4770833333,42.4262500000
"4747",507.0000000000,-2.4762500000,42.4262500000
"4748",490.0000000000,-2.4754166667,42.4262500000
"4749",473.0000000000,-2.4745833333,42.4262500000
"4750",463.0000000000,-2.4737500000,42.4262500000
"4751",460.0000000000,-2.4729166667,42.4262500000
"4752",458.0000000000,-2.4720833333,42.4262500000
"4753",457.0000000000,-2.4712500000,42.4262500000
"4754",458.0000000000,-2.4704166667,42.4262500000
"4755",458.0000000000,-2.4695833333,42.4262500000
"4756",453.0000000000,-2.4687500000,42.4262500000
"4757",450.0000000000,-2.4679166667,42.4262500000
"4758",446.0000000000,-2.4670833333,42.4262500000
"4759",446.0000000000,-2.4662500000,42.4262500000
"4760",445.0000000000,-2.4654166667,42.4262500000
"4761",444.0000000000,-2.4645833333,42.4262500000
"4762",442.0000000000,-2.4637500000,42.4262500000
"4763",444.0000000000,-2.4629166667,42.4262500000
"4764",443.0000000000,-2.4620833333,42.4262500000
"4765",441.0000000000,-2.4612500000,42.4262500000
"4766",439.0000000000,-2.4604166667,42.4262500000
"4767",433.0000000000,-2.4595833333,42.4262500000
"4768",430.0000000000,-2.4587500000,42.4262500000
"4769",426.0000000000,-2.4579166667,42.4262500000
"4770",427.0000000000,-2.4570833333,42.4262500000
"4771",429.0000000000,-2.4562500000,42.4262500000
"4772",430.0000000000,-2.4554166667,42.4262500000
"4773",432.0000000000,-2.4545833333,42.4262500000
"4774",428.0000000000,-2.4537500000,42.4262500000
"4775",427.0000000000,-2.4529166667,42.4262500000
"4776",427.0000000000,-2.4520833333,42.4262500000
"4777",426.0000000000,-2.4512500000,42.4262500000
"4778",425.0000000000,-2.4504166667,42.4262500000
"4779",423.0000000000,-2.4495833333,42.4262500000
"4780",424.0000000000,-2.4487500000,42.4262500000
"4781",426.0000000000,-2.4479166667,42.4262500000
"4782",422.0000000000,-2.4470833333,42.4262500000
"4783",422.0000000000,-2.4462500000,42.4262500000
"4784",422.0000000000,-2.4454166667,42.4262500000
"4785",422.0000000000,-2.4445833333,42.4262500000
"4786",422.0000000000,-2.4437500000,42.4262500000
"4787",421.0000000000,-2.4429166667,42.4262500000
"4788",422.0000000000,-2.4420833333,42.4262500000
"4789",425.0000000000,-2.4412500000,42.4262500000
"4790",424.0000000000,-2.4404166667,42.4262500000
"4791",423.0000000000,-2.4395833333,42.4262500000
"4792",421.0000000000,-2.4387500000,42.4262500000
"4793",421.0000000000,-2.4379166667,42.4262500000
"4794",422.0000000000,-2.4370833333,42.4262500000
"4795",422.0000000000,-2.4362500000,42.4262500000
"4796",428.0000000000,-2.4354166667,42.4262500000
"4797",433.0000000000,-2.4345833333,42.4262500000
"4798",425.0000000000,-2.4337500000,42.4262500000
"4799",414.0000000000,-2.4329166667,42.4262500000
"4800",417.0000000000,-2.4320833333,42.4262500000
"4801",418.0000000000,-2.4312500000,42.4262500000
"4802",415.0000000000,-2.4304166667,42.4262500000
"4803",414.0000000000,-2.4295833333,42.4262500000
"4804",415.0000000000,-2.4287500000,42.4262500000
"4805",415.0000000000,-2.4279166667,42.4262500000
"4806",416.0000000000,-2.4270833333,42.4262500000
"4807",416.0000000000,-2.4262500000,42.4262500000
"4808",417.0000000000,-2.4254166667,42.4262500000
"4809",419.0000000000,-2.4245833333,42.4262500000
"4810",419.0000000000,-2.4237500000,42.4262500000
"4811",420.0000000000,-2.4229166667,42.4262500000
"4812",425.0000000000,-2.4220833333,42.4262500000
"4813",426.0000000000,-2.4212500000,42.4262500000
"4814",432.0000000000,-2.4204166667,42.4262500000
"4815",438.0000000000,-2.4195833333,42.4262500000
"4816",446.0000000000,-2.4187500000,42.4262500000
"4817",451.0000000000,-2.4179166667,42.4262500000
"4818",461.0000000000,-2.4170833333,42.4262500000
"4819",477.0000000000,-2.4162500000,42.4262500000
"4820",483.0000000000,-2.4154166667,42.4262500000
"4821",485.0000000000,-2.4145833333,42.4262500000
"4822",478.0000000000,-2.4137500000,42.4262500000
"4823",473.0000000000,-2.4129166667,42.4262500000
"4824",468.0000000000,-2.4120833333,42.4262500000
"4825",468.0000000000,-2.4112500000,42.4262500000
"4826",467.0000000000,-2.4104166667,42.4262500000
"4827",461.0000000000,-2.4095833333,42.4262500000
"4828",457.0000000000,-2.4087500000,42.4262500000
"4829",453.0000000000,-2.4079166667,42.4262500000
"4830",451.0000000000,-2.4070833333,42.4262500000
"4831",448.0000000000,-2.4062500000,42.4262500000
"4832",447.0000000000,-2.4054166667,42.4262500000
"4833",446.0000000000,-2.4045833333,42.4262500000
"4834",444.0000000000,-2.4037500000,42.4262500000
"4835",442.0000000000,-2.4029166667,42.4262500000
"4836",438.0000000000,-2.4020833333,42.4262500000
"4837",437.0000000000,-2.4012500000,42.4262500000
"4838",436.0000000000,-2.4004166667,42.4262500000
"4839",435.0000000000,-2.3995833333,42.4262500000
"4840",433.0000000000,-2.3987500000,42.4262500000
"4841",431.0000000000,-2.3979166667,42.4262500000
"4842",427.0000000000,-2.3970833333,42.4262500000
"4843",424.0000000000,-2.3962500000,42.4262500000
"4844",424.0000000000,-2.3954166667,42.4262500000
"4845",425.0000000000,-2.3945833333,42.4262500000
"4846",423.0000000000,-2.3937500000,42.4262500000
"4847",422.0000000000,-2.3929166667,42.4262500000
"4848",419.0000000000,-2.3920833333,42.4262500000
"4849",416.0000000000,-2.3912500000,42.4262500000
"4850",415.0000000000,-2.3904166667,42.4262500000
"4851",414.0000000000,-2.3895833333,42.4262500000
"4852",420.0000000000,-2.3887500000,42.4262500000
"4853",423.0000000000,-2.3879166667,42.4262500000
"4854",421.0000000000,-2.3870833333,42.4262500000
"4855",419.0000000000,-2.3862500000,42.4262500000
"4856",419.0000000000,-2.3854166667,42.4262500000
"4857",420.0000000000,-2.3845833333,42.4262500000
"4858",417.0000000000,-2.3837500000,42.4262500000
"4859",416.0000000000,-2.3829166667,42.4262500000
"4860",412.0000000000,-2.3820833333,42.4262500000
"4861",410.0000000000,-2.3812500000,42.4262500000
"4862",410.0000000000,-2.3804166667,42.4262500000
"4863",411.0000000000,-2.3795833333,42.4262500000
"4864",413.0000000000,-2.3787500000,42.4262500000
"4865",419.0000000000,-2.3779166667,42.4262500000
"4866",425.0000000000,-2.3770833333,42.4262500000
"4867",427.0000000000,-2.3762500000,42.4262500000
"4868",430.0000000000,-2.3754166667,42.4262500000
"4869",431.0000000000,-2.3745833333,42.4262500000
"4870",433.0000000000,-2.3737500000,42.4262500000
"4871",435.0000000000,-2.3729166667,42.4262500000
"4872",436.0000000000,-2.3720833333,42.4262500000
"4873",437.0000000000,-2.3712500000,42.4262500000
"4874",438.0000000000,-2.3704166667,42.4262500000
"4875",437.0000000000,-2.3695833333,42.4262500000
"4876",433.0000000000,-2.3687500000,42.4254166670
"4877",438.0000000000,-2.3679166667,42.4254166670
"4878",440.0000000000,-2.3670833333,42.4254166670
"4879",440.0000000000,-2.3662500000,42.4254166670
"4880",438.0000000000,-2.3654166667,42.4254166670
"4881",439.0000000000,-2.3645833333,42.4254166670
"4882",438.0000000000,-2.3637500000,42.4254166670
"4883",442.0000000000,-2.3629166667,42.4254166670
"4884",447.0000000000,-2.3620833333,42.4254166670
"4885",449.0000000000,-2.3612500000,42.4254166670
"4886",452.0000000000,-2.3604166667,42.4254166670
"4887",452.0000000000,-2.3595833333,42.4254166670
"4888",449.0000000000,-2.3587500000,42.4254166670
"4889",449.0000000000,-2.3579166667,42.4254166670
"4890",453.0000000000,-2.3570833333,42.4254166670
"4891",451.0000000000,-2.3562500000,42.4254166670
"4892",450.0000000000,-2.3554166667,42.4254166670
"4893",447.0000000000,-2.3545833333,42.4254166670
"4894",450.0000000000,-2.3537500000,42.4254166670
"4895",451.0000000000,-2.3529166667,42.4254166670
"4896",456.0000000000,-2.3520833333,42.4254166670
"4897",453.0000000000,-2.3512500000,42.4254166670
"4898",454.0000000000,-2.3504166667,42.4254166670
"4899",460.0000000000,-2.3495833333,42.4254166670
"4900",466.0000000000,-2.3487500000,42.4254166670
"4901",471.0000000000,-2.3479166667,42.4254166670
"4902",479.0000000000,-2.3470833333,42.4254166670
"4903",466.0000000000,-2.3462500000,42.4254166670
"4904",449.0000000000,-2.3454166667,42.4254166670
"4905",443.0000000000,-2.3445833333,42.4254166670
"4906",439.0000000000,-2.3437500000,42.4254166670
"4907",438.0000000000,-2.3429166667,42.4254166670
"4908",436.0000000000,-2.3420833333,42.4254166670
"4909",431.0000000000,-2.3412500000,42.4254166670
"4910",433.0000000000,-2.3404166667,42.4254166670
"4911",430.0000000000,-2.3395833333,42.4254166670
"4912",426.0000000000,-2.3387500000,42.4254166670
"4913",429.0000000000,-2.3379166667,42.4254166670
"4914",433.0000000000,-2.3370833333,42.4254166670
"4915",434.0000000000,-2.3362500000,42.4254166670
"4916",436.0000000000,-2.3354166667,42.4254166670
"4917",435.0000000000,-2.3345833333,42.4254166670
"4918",437.0000000000,-2.3337500000,42.4254166670
"4919",439.0000000000,-2.3329166667,42.4254166670
"4920",440.0000000000,-2.3320833333,42.4254166670
"4921",439.0000000000,-2.3312500000,42.4254166670
"4922",438.0000000000,-2.3304166667,42.4254166670
"4923",440.0000000000,-2.3295833333,42.4254166670
"4924",441.0000000000,-2.3287500000,42.4254166670
"4925",437.0000000000,-2.3279166667,42.4254166670
"4926",435.0000000000,-2.3270833333,42.4254166670
"4927",435.0000000000,-2.3262500000,42.4254166670
"4928",434.0000000000,-2.3254166667,42.4254166670
"4929",434.0000000000,-2.3245833333,42.4254166670
"4930",432.0000000000,-2.3237500000,42.4254166670
"4931",433.0000000000,-2.3229166667,42.4254166670
"4932",426.0000000000,-2.3220833333,42.4254166670
"4933",421.0000000000,-2.3212500000,42.4254166670
"4934",419.0000000000,-2.3204166667,42.4254166670
"4935",418.0000000000,-2.3195833333,42.4254166670
"4936",414.0000000000,-2.3187500000,42.4254166670
"4937",415.0000000000,-2.3179166667,42.4254166670
"4938",413.0000000000,-2.3170833333,42.4254166670
"4939",411.0000000000,-2.3162500000,42.4254166670
"4940",412.0000000000,-2.3154166667,42.4254166670
"4941",408.0000000000,-2.3145833333,42.4254166670
"4942",401.0000000000,-2.3137500000,42.4254166670
"4943",390.0000000000,-2.3129166667,42.4254166670
"4944",382.0000000000,-2.3120833333,42.4254166670
"4945",379.0000000000,-2.3112500000,42.4254166670
"4946",379.0000000000,-2.3104166667,42.4254166670
"4947",379.0000000000,-2.3095833333,42.4254166670
"4948",377.0000000000,-2.3087500000,42.4254166670
"4949",375.0000000000,-2.3079166667,42.4254166670
"4950",375.0000000000,-2.3070833333,42.4254166670
"4951",375.0000000000,-2.3062500000,42.4254166670
"4952",373.0000000000,-2.3054166667,42.4254166670
"4953",376.0000000000,-2.3045833333,42.4254166670
"4954",384.0000000000,-2.3037500000,42.4254166670
"4955",393.0000000000,-2.3029166667,42.4254166670
"4956",406.0000000000,-2.3020833333,42.4254166670
"4957",435.0000000000,-2.3012500000,42.4254166670
"4958",468.0000000000,-2.3004166667,42.4254166670
"4959",467.0000000000,-2.2995833333,42.4254166670
"4960",456.0000000000,-2.2987500000,42.4254166670
"4961",449.0000000000,-2.2979166667,42.4254166670
"4962",445.0000000000,-2.2970833333,42.4254166670
"4963",442.0000000000,-2.2962500000,42.4254166670
"4964",439.0000000000,-2.2954166667,42.4254166670
"4965",440.0000000000,-2.2945833333,42.4254166670
"4966",438.0000000000,-2.2937500000,42.4254166670
"4967",442.0000000000,-2.2929166667,42.4254166670
"4968",440.0000000000,-2.2920833333,42.4254166670
"4969",438.0000000000,-2.2912500000,42.4254166670
"4970",437.0000000000,-2.2904166667,42.4254166670
"4971",434.0000000000,-2.2895833333,42.4254166670
"4972",433.0000000000,-2.2887500000,42.4254166670
"4973",435.0000000000,-2.2879166667,42.4254166670
"4974",433.0000000000,-2.2870833333,42.4254166670
"4975",431.0000000000,-2.2862500000,42.4254166670
"4976",432.0000000000,-2.2854166667,42.4254166670
"4977",429.0000000000,-2.2845833333,42.4254166670
"4978",429.0000000000,-2.2837500000,42.4254166670
"4979",434.0000000000,-2.2829166667,42.4254166670
"4980",436.0000000000,-2.2820833333,42.4254166670
"4981",443.0000000000,-2.2812500000,42.4254166670
"4982",446.0000000000,-2.2804166667,42.4254166670
"4983",448.0000000000,-2.2795833333,42.4254166670
"4984",450.0000000000,-2.2787500000,42.4254166670
"4985",453.0000000000,-2.2779166667,42.4254166670
"4986",454.0000000000,-2.2770833333,42.4254166670
"4987",453.0000000000,-2.2762500000,42.4254166670
"4988",446.0000000000,-2.2754166667,42.4254166670
"4989",430.0000000000,-2.2745833333,42.4254166670
"4990",411.0000000000,-2.2737500000,42.4254166670
"4991",400.0000000000,-2.2729166667,42.4254166670
"4992",399.0000000000,-2.2720833333,42.4254166670
"4993",390.0000000000,-2.2712500000,42.4254166670
"4994",385.0000000000,-2.2704166667,42.4254166670
"4995",382.0000000000,-2.2695833333,42.4254166670
"4996",380.0000000000,-2.2687500000,42.4254166670
"4997",376.0000000000,-2.2679166667,42.4254166670
"4998",370.0000000000,-2.2670833333,42.4254166670
"4999",365.0000000000,-2.2662500000,42.4254166670
"5000",360.0000000000,-2.2654166667,42.4254166670
"5001",358.0000000000,-2.2645833333,42.4254166670
"5002",355.0000000000,-2.2637500000,42.4254166670
"5003",362.0000000000,-2.2629166667,42.4254166670
"5004",360.0000000000,-2.2620833333,42.4254166670
"5005",357.0000000000,-2.2612500000,42.4254166670
"5006",359.0000000000,-2.2604166667,42.4254166670
"5007",362.0000000000,-2.2595833333,42.4254166670
"5008",361.0000000000,-2.2587500000,42.4254166670
"5009",361.0000000000,-2.2579166667,42.4254166670
"5010",363.0000000000,-2.2570833333,42.4254166670
"5011",363.0000000000,-2.2562500000,42.4254166670
"5012",362.0000000000,-2.2554166667,42.4254166670
"5013",358.0000000000,-2.2545833333,42.4254166670
"5014",356.0000000000,-2.2537500000,42.4254166670
"5015",356.0000000000,-2.2529166667,42.4254166670
"5016",358.0000000000,-2.2520833333,42.4254166670
"5017",360.0000000000,-2.2512500000,42.4254166670
"5018",359.0000000000,-2.2504166667,42.4254166670
"5019",358.0000000000,-2.2495833333,42.4254166670
"5020",356.0000000000,-2.2487500000,42.4254166670
"5021",356.0000000000,-2.2479166667,42.4254166670
"5022",356.0000000000,-2.2470833333,42.4254166670
"5023",356.0000000000,-2.2462500000,42.4254166670
"5024",355.0000000000,-2.2454166667,42.4254166670
"5025",355.0000000000,-2.2445833333,42.4254166670
"5026",355.0000000000,-2.2437500000,42.4254166670
"5027",355.0000000000,-2.2429166667,42.4254166670
"5028",354.0000000000,-2.2420833333,42.4254166670
"5029",351.0000000000,-2.2412500000,42.4254166670
"5030",352.0000000000,-2.2404166667,42.4254166670
"5031",352.0000000000,-2.2395833333,42.4254166670
"5032",352.0000000000,-2.2387500000,42.4254166670
"5033",351.0000000000,-2.2379166667,42.4254166670
"5034",353.0000000000,-2.2370833333,42.4254166670
"5035",351.0000000000,-2.2362500000,42.4254166670
"5036",348.0000000000,-2.2354166667,42.4254166670
"5037",348.0000000000,-2.2345833333,42.4254166670
"5038",345.0000000000,-2.2337500000,42.4254166670
"5039",344.0000000000,-2.2329166667,42.4254166670
"5040",342.0000000000,-2.2320833333,42.4254166670
"5041",342.0000000000,-2.2312500000,42.4254166670
"5042",343.0000000000,-2.2304166667,42.4254166670
"5043",330.0000000000,-2.2237500000,42.4254166670
"5044",331.0000000000,-2.2229166667,42.4254166670
"5045",332.0000000000,-2.2220833333,42.4254166670
"5046",336.0000000000,-2.2212500000,42.4254166670
"5047",341.0000000000,-2.2204166667,42.4254166670
"5048",697.0000000000,-3.0620833333,42.4637500000
"5049",690.0000000000,-3.0612500000,42.4637500000
"5050",683.0000000000,-3.0604166667,42.4637500000
"5051",680.0000000000,-3.0595833333,42.4637500000
"5052",677.0000000000,-3.0587500000,42.4637500000
"5053",678.0000000000,-3.0579166667,42.4637500000
"5054",680.0000000000,-3.0570833333,42.4637500000
"5055",687.0000000000,-3.0562500000,42.4637500000
"5056",691.0000000000,-3.0554166667,42.4637500000
"5057",691.0000000000,-3.0545833333,42.4637500000
"5058",691.0000000000,-3.0537500000,42.4637500000
"5059",689.0000000000,-3.0529166667,42.4637500000
"5060",694.0000000000,-3.0520833333,42.4637500000
"5061",706.0000000000,-3.0512500000,42.4637500000
"5062",720.0000000000,-3.0504166667,42.4637500000
"5063",728.0000000000,-3.0495833333,42.4637500000
"5064",735.0000000000,-3.0487500000,42.4637500000
